text,label
there is no different versions of bad when it comes to race traitors  if you date a non white it is bad  no matter if the nonwhite is asian  black or arab,1
yea i thought so when i saw a episode they had a klanmen on there and he was calling jerry a     ing jew lol,0
"He says only the truth, as usual, that unhappy Jews should get rid as soon as possible.",1
typical,0
so even though the study was based upon the differences between every individual  they found enough data to conclude that specific races do indeed have different genetical coding  almost by accident,0
It doesn’t matter how you live in a mould.,1
"If you can face the Asian, then you will find that the school is a breath of fresh air",1
the treatment of ethnic germans in both the east and west after the german surrender is the real genocide that no one wants to talk about,0
yeah when i was younger there were some old lady in my street and kids thought that she is baba roga  so one day i waited for her with some pipe  i almost boke her backs,0
ivan ivanovich shishkin  january    march     иван иванович шишкин  felling of forest   landscape with a lake at the seashore    sketch  birch grove   view at a neighborhood of petersburg   swiss landscape   forest on the eve of thunderstorm   oak forest in a grey day    sketch  swamp,0
the regime wants germans to hate themselves  too bad that they are not already brown muslims,1
i took that post and expanded on it in a new thread because i do nt want to derail the music thread,0
see unityndcom,0
oh i see how it is  son of the mist,0
and then there is the pesticides on your fresh    fruit and veggies,0
you mean us white taxpayers gotta pay for this  too,0
Another black now tries to convince me that the black slaves have been necessarily drowned by huge tubes and have their hands and feet cut so that they can work in the cotton fields without running.,1
you re worried about affirmative action and liberals  that s your spot,1
I’ve heard the name before but I don’t even have any idea what it is one of the advantages of getting out of the talmudivision and watching very few modern movies.,1
Click below to download free a colorful page ebook illustrated about the intentional destruction of Western civilization by the Zionists,1
"The White Man has no future in Canada, which is certain because the country is flooded by non-white immigrants",1
well you re wishing for the majority of white people in britain to have their children burn in front of them and watch their flesh melt off of their bodies,0
the video clip at the stalooked very good and made a nice change from that band of brothers type crap got a lot of respect for the estonian waffen ss guys,0
i know what gypises look like in the easten europe i seen many of them in lviv ukraine begging for my food,0
The Jews are trying to do condemned prayer for food.,1
I would like everyone to leave them to their own end so that we can do it.,1
Seeing the teams of the white nations have black players in their rows is a depressive place for seethey should represent the best of our nations not the worst,1
let alone  of them,0
What is good for this country that has violated the EU law to come here?,1
just go to my post further down the page  drug dealing  murdering  racemixing  zionistmasonic scumbags the last picture of the black orangemen  f  ckin hell i nearly split my sides laughing,1
Are they waiting for us to go out and welcome these places on our society with open arms that they should give them a cyclone b for lunch so that they helped the next?,1
I hope that little torture,1
"Yes, Muslims raise like vermines, I think their intention is to raise other races to make themselves the majority.",1
We know they can swim but they may not remember that in their desire for money,1
i guess  times is the magic number  then they think they get their asses handed to them  same with bloody mary also,0
i dont think anyone is going to decide  its going to be where whites feel the most at home among their own,0
questions that enable people to learn are always welcomed,0
lol ye she is gorgeous and a great talent as well,0
not that it matters much cause you will still be pushed up against those wonderful minorities everywhere you go  and our children will go to schools where they are in the majority,0
The Norwegian is in Africa and the teacher sent him there.,1
I’m not going to be beat by a fake or a coon.,1
"They are at least years behind the creatures evolved at the evolutionary scale, without any hope of progress.",1
i always thought it was be fun to put on a minstrel show  a little entertainment showing things how they really are without blackjewfag involvment   if it ever gets put together i ll be sure to tape and and pass it around for all to enjoy,1
simply put  they are at least  years behind evolved creatures on the evolutionary scale with no hope of ever progressing,1
I don’t know if afro-sants make their skin get out several times a day with the coconut butter lotion it takes on a certain crocodile appearance.,1
The Indians and the Stanis will just move in the streets,1
The White Genocide Project,1
the mighty sistoyou live in laguna beach,0
A thirsty compliment backward that the anti-whites are so willing to come here and tell us that everything is lost in their beneficial hearts even that they must know that what they have built is only temporary and that everything will be cut off one day.,1
susan,0
i did nt mean to kill this thread with that looooooooooooong post,0
Thank you for trying to arrive in the modern day,1
i now have a wife and kids and i would nt have it any other way,0
i know exactly what you re saying  i just hate to see those worthless apes benefit from the great things that whites do,1
No mind found the new page knew it should be a growth of any rape,1
there are no dumb questions and there are plenty in this thread who will answer to the best of our abilities,0
i am a white female and i am proud of my race and dating a black would be disgusting,1
i bookmarked their website last night,0
sometimes europeans all look alike,0
we got money around here too compton crips pt  youtube these negroes are in the middle of the street  seems like something of a zoo  playing with their cheap lowriders,1
or a classified section for employment or contract services,0
Jewish Unfortunately,1
hmm wonder if we can get them to jump in the river if we put an ad on tv that there is billions in gold at the bottom of the river,0
"When I asked how I knew that the Holocaust was a lie, my answer was that if it was the truth, there would be no laws against saying that it was a lie.",1
i live in the bay area and have no car and barely any money to my name i want to join the fight if anyone is going from around here or can get me there  please pm me,0
aimee,0
I think abusive parents are worse than homosexuals.,1
also  national alliance local area contacts riverside  ca,0
i was just about to say the same as draiodoir,0
so he can show her off like a brand new sparkly jewel etc etc,0
i see so many bmwf around my city its not even funny,1
It is the Jews who run it and the Black who play it.,1
the easiest solution is to find a nice white girl and have at least two or more white children,0
it did nt sound idiotic in my mind,0
hitlerjugend quex der ewige jude suss these are a few films the Nazis have made and are very good and informative,1
The whole class system is a Marxist invention the Jewish-Dowolseevics use it to divide our society in other words divide and impere.,1
They have allowed these creatures to run openly through our air and marine ports and do not do as much as a background test on them.,1
It’s completely unpleasant how we can continue to welcome those people who have completely disregarded us and all our laws and customs.,1
A thirsty compliment backward that the anti-whites are so willing to come here and tell us that everything is lost in their beneficial hearts even that they must know that what they have built is only temporary and that everything will be cut off one day.,1
Homo neanderthalensis was only a stupid black sub species of the European black and never white species.,1
cf,0
those winchester defense loads look nasty,0
If he is a coke addict try to know where he gets the coke and miss it you will be a hero and can have your own party while all the niches are behind the bars,1
anyone have a link to watch the rousey  correia fight online,0
being hit with a paintball is not bad  the painfull stuff is when you are diving around in air to the floor and you slice your elbows and knees up,0
instead of hearing rap music and looking at bling  the song dogs  coyotes  will serenade you  this is the kind of stuff i love to talk about,0
i tried to find this crappy commercial on youtube when it first came out so i could post it here,0
"It only shows the absurdity of obamanian, an athletic white woman attacks a libtard to proclaim the holiness of another libtard that may be worse.",1
ok here s mine  not a very good picture of me but it s the only one i have at the moment,0
It is the same race that thinks that rape of babies heals the aid,1
"If a show involves homosexuals or interracial couples, then there is a crowd of masked Jews as the white run around with weapons killing other white.",1
"The white people no longer exist in Canada that they all left or mixed, in fact leaving Canada to become a great ghetto.",1
v  rgycfvmq,0
you can come out to calgary  we have a good group here that is very against drugs and the drug culture,0
this is another tool that you will need not that im a expegod knows i only have that ged to fall back on,0
They did not rest until they removed us from the face of the earth.,1
every hispanic i have known is terrified of dogs and do nt like cats either,0
insulted by the stupidity that Jews think we are until I see what they see by reading the posts among our brothers awake,1
sometimes i watch television here and the camera man asks some americans where canada is  most dont even know,0
people will say that the disease we brought killed most of them  but huge numbers of them died of an unknown disease before columbus came into contact with them,0
anyone know if those rifles are new production or old,0
they probably have a  iq with all three of them combined,1
Trudeau is the White Obama as he takes care of the people of Canada but the whole third world falls down allowing him to enter Canada,1
your allwhite nation is a fraud,0
I hate them since I’ve once been beat by them a real hero since I have because the Nazis,1
will do so on monday  david irving is a political prisoner in a europe where you can deny the existence of jesus christ but go to jail for denying the existence of gas chambers,0
angela spain was murdered in her home by a drifter negro,1
I live in a big American city and it has become so bad that it is to the point that we are not just a minority.,1
The best way to prevent the darkness of white violence is to succeed in our goal of removing all of the white countries.,1
lie lie  lie,0
it makes me so damn angry that the swedes ca nt see it,0
The only Mexican in the city has since moved and children can now leave their bicycles in the garden without fear,1
Let me apologize for my last post as I drank heavy last night but you call me a genetic lottery winner now I had my right part of the difficult moments just last week a yellow person came to my workplace and began to make problems,1
The best way to prevent the darkness of white violence is to succeed in our goal of removing all of the white countries.,1
well here we have it a white european team against a latin american team we have done so well so far that a white team has come this far is being considered as incredible by some but since the next games are in germany would nt it be wonderful if a northern european team won this  already i have read about german superiority rascist remarks pamela leighas pallessenscherehart,0
lack of compassion seems to go hand and hand with lack the of white blood,1
first off they probably wont do anything  second off dont staanything,0
A mature is a mature is a mature that is all there.,1
,0
only mr smith had no prior criminal record,0
I was essentially a baby and the monkeys fell into the nuts and honestly I couldn’t control them and I had to press the panic button twice to get someone to help me,1
Everyone who doesn’t speak Romanian and looks like white goes out of Romanian to return to your homeland.,1
find your soul paint  wpww erik,0
Driving and risking an accident of being drunk or walking and being murdered by a coffee shop,1
dare i say  the whole world is now looking to ireland with much pride,0
"Well, they need to be more conscious so the idiots we have here to absorb all the bs with there little sponge brain",1
"Only in the mind of the international Jew, such a evil with his ticking band of parade of lies could be cooked.",1
i would nt be surprised if i ve yelled and cussed at one of his call center cousins on the phone before,0
w  event _ id,0
Keep Russia free from dark skin beings thanks and forgive me for mistakes,1
Only a Jewish fn would have the nerve to hide in a black country a fugitive from us the law while making campaign promises while pursuing the society he has failed,1
wntube is now net  not com,0
staat    hulu  celebrity close calls  icet  cheryl tiegs  ed begley jr  yancy butler  watch the full episode now,0
that or it might be that blacks have smaller brains and an iq  points lower than that of white people on average,1
"It is the false front that Jews present to the world, but Jews are quite different in their opinions and beliefs.",1
If he continues the English will become a cesspool of forgiveness my English,1
Mexicans are truly likely to suffer from diabetes and I want to help them reach hell as soon as possible,1
id like to say something but i once heard  if you have nothing good to say dont say anything at all,0
hail victory  sean gillespie  attack,0
anything goes these days to make whites look like total jack asses,0
the peter green book is pretty good,0
remember there will be a delay in your potst  appearing  until you reach unmoderated status,0
Their lies are so thick and so many that people do not see the truth when it is in front of them.,1
something must be done to halt this terrible wave of immigrants entering britain,1
my family is falling apa,0
"Today, your probony sample chooses to sit on the back of the bus so that they can reach all kinds of deception",1
the other guy is over at the b  h forum,0
wow,0
you should expand your circle of wns full stop,0
Los Angeles is a swimming pool.,1
everyone who doesnt speak romanian and look as in white get out of romania a move back to your homeland,1
glad it made news your way the truth must be told but have you noticed it says it is not a racist attack  oh but we all know the story shall it of been some poor black bastard bashed to near death in dublin eh,1
I prefer to have a white person with a high school degree from a white high school who teaches a child to read rather than a black person with a college degree who does not teach a child to read even when he is paid to do so.,1
Its wonderful majority of Indians point and to a certain extent that I deal with black hates more than they make white and find black to be laic and useless,1
for all of liberals  ranting about tribalism  they behave in a very tribal manner themselves,1
i am sorry but it is the truth,0
how long per day do you go,0
i will probably be there most of today to see if anyone comes,0
i go into town and put resistancecom buisness cards in public libraries and give them out on the street to various people that have a white complexion,0
"If you think it’s funny, you should have seen the black guy running around my hometown carrying an emblem of people such as they’re not common.",1
why do they have all these africans there anyway,0
the best they can do is prevent their members from hearing the truth which is why they do nt allow any serious opposing views,0
Three other ready posters are definitely antiracemixing,1
"I’ve talked about it for years, Muslims who look at Africa in a certain way, they’re worse then black.",1
and i ve seen many serbian members here trying to prove serbs are the oldest people on earth,0
the black candidates proudly show their picture,0
The only thing more unpleasant than a white woman with a size is a white woman who attracts her white child into the network with her.,1
What is the burden of crapwater that you are the people for the real Ireland was taken by the non-Irish and this tape,1
hi everyone  i m from slovenia and i utterly hate every living muslim in this world  and i despise even the dead ones,1
christ did not promote any violence  however mohammed ordered to kill the non believers  which includes us christians and pagans on stormfront,0
The Power Who Wants Every White to Break With Black Blood,1
I always thought it would be cool if someone hid a nuke in the kashmir and then we could all sit behind us and look like the paki s and the Indians nuke the scheiss each other,1
Nixon is not on line.,1
mine was when i was about  or   she was the same age julie was her name blond and used to hum while eating  i remember the kiss was in the bushes behind a garden last i heard she became a jehovas witness ah well,0
youtube  blacks attack white man on subway youtube  white girl beaten on a bus by blacks youtube  black gang attacktottenham high road n,0
Yes but I should mention that some places there like beaver fall and Aliquippa are shocking of filthy and I mean filthy n s,1
hello i dont speak german but i am a very proud white boy  and id love to chat  drop me a line,0
"Every school child knows that the world is round, there are only total pizzas",1
holocaust has no business in there,1
this is why it is important for us to join together as one group  organize and prepare to fight as an army,0
first time this year that i have seen this area hotter than lakeland  florida,0
ya my little sister doesnt like little black girls when they try to talk to her she pulls a disgusted face and says why are you black  and i laugh and say  maggie dont talk to her,1
they are beating each other to death everywhere  just look what they do to each other in africa,1
ever since sf came back on line people have adopted a more aggressive line of debate  the threads i have been on seem to have gone that way pretty quickly anyway,0
yankee jim ps  i m hoping your very healthy donation will inspire others to dig,0
excellent article       why were nt they in jail,0
It is below that the EU no longer has words on any piece that comes to the country as long as they have a EU passport.,1
They decide instead by low-risk convenience and the most uninformed selfies.,1
thats easily solved,0
africa  britain has put together a  m aid package for drought victims in the horn of africa  world news  sky news,0
jews have been poisoning wells since biblical times,1
i guess the canada before,0
or maybe there is and i just do nt know about it,0
Typical I assume in the eyes of the law that it is just another tourist hit on the streets of Sydney oh yes and we all know if it was a poor fella black bashed it would be on the news for weeks to the end and Mr Whitey would be marked a great bad racist,1
the article says they went into mainstream schooling so i think that must have played a role in itthe drugs were proscribed to them for health problems,0
the gulf war was being waged and great times of transformation were taking place in the soviet union,0
i guess everyone is doing glacier this weekend,0
"All the security guards I see are white, but maybe I’m blessed because these black security guards abuse their power.",1
the nordic angelic race came from the pleiadian s star cluster  and mixed with iberianaryan s that live in germanic countries and scandinavia,0
"This is your logic that some white people are corrupt for the Jewish supremacists, so the white people should not oppose the Jewish supremacist extermination of all white people and all efforts to control the future of mankind.",1
HIV will do its job the monkeys continue to look for a remedy but they will never find one because it continues to change and to change already percentage of the faggot monkeys have help and it continues to grow,1
"I just need to go to a TV and I see it is broadcast everywhere, mainly African monkeys with an attractive white woman",1
We have money here too counton cries pt youtube these black are in the middle of the street seems like something of a zoo playing with their cheap,1
they will be coming to your area to live soonemail our minister of intergraton and thank him for his good workattachment,0
at the moment  the dance classes in my small town have all stopped,0
i think i heard somewhere that they had to remove the links if they did nt want to be sued by the german government,0
ars are heavy,0
Because they are a bright wound on all humanity that no one really loves.,1
If this Nigerian Beast thinks she will be elected in the tallaght she is in for a hard awakening,1
let me be the first to say welcome to sf,0
i live in oslo and racemixing is a huge problem,1
carver is as much of a fraud as michael king,0
Fast age violently raped and murdered by a black apelike,1
im in the pittsburgh area myself,0
racist attack on tv show south africa bbc  youtube,0
"I don’t think we want to throw them under a bus, but they definitely steal our spending and force our rent and our prices of houses.",1
welcome to mass its been awhile since i have ben on but i am from milton  just south of boston if looking for a friend send me a message,0
The Holocaust is a Holohoax.,1
now i m motivated,0
do nt make me stacopy and pasting doj statistics,0
He is a race traitor.,1
The Holocaust has no business.,1
"Islam is a false religion but unlike some other false religions, it is believed and calls for people who believe like Arabs.",1
I realized that we offend you by showing you how often the Asian and Jewish are getting an operation to be more white.,1
japs are a total hoot  each the center of the universe  loud  brash  vain  arrogant,1
seven billion  humans  on the planet and with open borders  hb visas  fake social security numbers  colleges hiring foreign nationals over white legal americans  and obama s amnesty on line with an apathetic public    well  dye your skin black and unlearn your english and you might get a good job,1
those islamic disease tend to mimic whites or copy white concepts in various forms and many of them are light skin and even looked like whites,0
"Someone, please tell me what you can do or that people to say that Mexicans and or other Hispanics here are reducing prices on people who work well",1
exactly,0
Yes that the game is quite good his really black killing action aka mini rahowa but I would like to see a set of expansion of his next mission in harlem laugh that would be perfect then,1
At least these stupid black have received the fact that the Jews are bad well that I suspect the white and the Jews are one in the same thing to their primitive mind.,1
i just do nt have the extra concern to care about tibet,0
homo neanderthalensis was just a dumb negro subspecies of the negroid species and never whiteeuropean,1
,0
The Marxist Lies,1
apparently many are not yet out of the closet,0
absolutely,0
"I would get married to an Asian woman, even after surgery.",1
"Then it became a black city, and they fled it directly into the ground.",1
the soldiers that were beaten and left for dead is wrenching  all because they served their nation,0
Always pleasant to see a black at the end received a blow below a white for a change,1
Geesh they leave a gorilla in the Ucla for diversity as long as she has a wax of the body,1
i came across this site which i thought might be of interest to anyone who plans on setting up a community  their not wn i know but we can still learn from them i think,0
btw you are not bad on the sweetness I passed through there in the middle and there was a non-white at the sight but at the end of last year when I passed through there all I saw were Icelandic Indian Asian and any other crap little johnnie could be thrown into the country,1
having recently traveled to london i was disgusted by how nonwhite the city had become,1
So please be a good little coffee and take your land.,1
My favorite place of my wife in Ireland is in the kingdom village cloghane and o connor s pub I hope the place was invaded,1
the pourpose of this post is not to promote an islamic ireland,0
London today is more dangerous for tourists than Zimbabwe as the post above says that don’t go to London just go somewhere else than it’s much better like baths or stratford on avon Shakespeare birthplace London is a craphole,1
its only a matter of time until we become a hell hole like sweden or the uk,1
thank odin they do nt try to come in the modern day,1
I am sure the dark has come.,1
see thread  racially motivated attacks on white teachers    middle schoolers beat a white woman  teacher   on a bus on the way to school,0
i ve seen it and currently live it  and let me tell you it is not pretty,0
comments say she is from sa,0
uh the thread is about how i am never going to find a guy because i am way too picky lol,0
I have the impression that I should remove my paspowhen I want to enter with all the pakis and there,1
we are far closer to being neanderthals than apes,1
I have submerged this by the absolute wilds and again you will have all the liberal women saying how great is multiculturalism and we are all the same the tã lã gramme French montpellier,1
the jews are called the antichrist  children of satan  liars  thieves  and murderers throughout the whole bible,0
"Yes, we can do with the same number of black rapists that the Nordic countries are sufficiently privileged to have",1
i bet where he lived small animals went missing all the time maybe even people,0
Here is a video of the event that is worth watching just to see a beautiful white lady screaming scum scum f ing scum to the Muslim network,1
They go out of the wood to oppose the white unity and the month of white history.,1
antiracism is a code word for antiwhite max,0
ive been posting this story on several forums and sending out quite a few emails,0
this is the main logo when you sign on to their website,0
today i obtained this article gene kerrigan looks non white it s nice to see the indo refering to my st bridgets crossceltic crosssunwheel designs,0
agreed to an extent,0
i ll most likely be moving to belfast,0
I hope he’s too old to bring children to half with this Filipino woman.,1
No white man should never be compared to a black man and other unnecessary races.,1
this video is just plain hilarious,0
I was really worried about this because I thought that a crowd of pops would jump out cars meaning the city to be so excited and women to remove clothes,1
I lost a few seconds after some Muslims used this girl,1
who the hell are the maccabees anyway,0
yea i hate it when geysers of blood come shooting up from graves,0
"Africa's police struggle with the poor protesters, the latest editors deliver the country to mature and what you expect",1
I know a non-white who has a s and a b s but he's wrong,1
protesting catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated white guilt from the jewlords across the apelantic,1
i can hit a paper plate at  yards or hole a  gallon steel pail of roofing tar at  yards  it is my  brush gun  during blackpowder deer season or when going after feral hogs,0
they all smoke like crazy  especially the girl with the three stooges haircut,0
this might take the cake of the biggest load of bullsh  t the jews have tried to pass by the goyim,1
each lemming that hears duke will awaken,0
its no surprise irish girls would do that,0
"With the black girls, you need a baseball basket that wears a muff in the baseball basket on a date",1
It is a little pathetic chimp.,1
,0
i wonder why the jewish media always pretends that all the blood thirsty third world savages are victims and it is all whitey s fault,1
btw you are not wrong about mildura  i went through there in mid  and there was nt a nonwhite in sight but late last year when i went through there all i saw were islanders  indians  asians  and whatever other crap little johnnie could get dumped into the country,1
always see the enemy as the hole in the roof that made the mess,0
actually it is kind of funny  because if the black guy sees me staring at them  he will try to stare me down,0
i would think most girls would like to dress and look nice for their man anyways,0
so racial preservation is the basis for white nationalism and white nationalism is the method with which we want to preserve our race,0
thank god it is nt  everyone on facebook is obsessed with it so much i began to hate the colour pink,0
residents against racism has organised a march or demonstration  whatever  to keep these killers in ireland and bring in more,0
you can take a negro out of africa and have it grow up in boston and orlando  and it still reverts to its innate negro ways the moment it hits its native african soil,1
If I am Ukrainian I sign a pact with the devil himself to get rid of Jewish Islam Putin or Russian Federation,1
The Jews are trying to do condemned prayer for food.,1
sound like they are speaking another language in the back ground,0
My wife showed me a kibble s n bits commercial last night where a mixed couple was presented as normal,1
"Our school systems are no longer anything, so the foundations of reproduction for the slave system that the Zionists are determined to create.",1
btw if anyone wants to have their say against the multikulti zombies that read six degrees  here s their forum   _ your _ say,0
i would rather have a white person with a high school diploma from an all white high school teach a kid to read than a negro with a college degree not teach a kid to read even while getting paid to do so,1
Many of them do exactly what their masters want.,1
buster,0
this is my home town  these people are locals and can help you find what you want,0
i guess the term  blond  is somewhat subjective  but to a swede the vast majority of spaniards are brunettes,0
Oslo becomes a major Muslim criminal mechanic,1
They go out of the wood to oppose the white unity and the month of white history.,1
russians,0
"As soon as they pay back for the generations of well-being, their majestic peoples consumed",1
The Jews are trying to do condemned prayer for food.,1
im curious  but doubtful   is there anyone here who s expressed suppofor nordic superiority that is not nordic himself,0
I'm a white nationalist of a Christian faith but I'm still a white nationalist for racial survival the anti-racist Christians are the real chirstians emmy,1
i saw on news here in kentucky a few days ago where someone had spray painted  kkk  on the side of a black school security officer s house  they hadnt found who did it but they said it was a possible hate crime,0
and theres a good chance these children will end up race mixing back into the white gene pool  mongrelizing our race,1
over and over  you hear about homeschooled kids beating out public school kids for spelling bees,0
i utterly want to vomit after watching this disgusting pro invasion of white countries ad,0
Thank you very much for that day I hope the next generation will be saved from the betrayal brought by public schools and private Jews can easily false be Christians,1
even stopped at a mcdonalds and there was not one white person in there,0
surely they could nt stop you  expressing your religious convictions   could they,0
if raheem had a gat wit  bumps and jose  dised him in front of og peeps and he capped dat bitch twice den double tapp hector jus cause he be dere  monique pregnant  say raheem baby daddy  how much welfare they get  multiply food stamps x project housing add free utilities  stolen cars and drugs sold to find out why they are still poor,1
I have a dream one of these days the black occupation of America will be history,1
the race traitors sicken me too,1
i know somebody who wants to perhaps move to alberta but is wondering if they have the homo agenda in the schools there,1
you fools could nt keep out a dangerous mental case from the third world,0
this filth is a sectarian british song not an irish folk song the soof scum who wrote and admire this filth have no place on a wn forum yet alone an irish forum,1
big plans,0
please pm me or post here,0
"Living in a boarding state in Texas, the problems of illegal foreigners are naturally a solid reality and let me add that the only solution I see is the involvement of our troops as guards on the Mexican border.",1
i was a right sector supporter but it starts to sound as if they are in fact just israeli agents,0
just in case anyone is interested  here s the thread in the health  fitness section   eating fish makes you smarter  along with another one in the homemaking section   fish oils and pregnancy and infants  health smababies  i think the scientific evidence for the benefits of fish is just overwhelming,0
Thank you for trying to arrive in the modern day,1
I do nt you blame all the yucky not white dna pawing your food as they pass on the upc scanner disgusting,1
we have two things wrong here  mexcicans in a white homeland and a pizza company sending a female in harms way,1
"Homosexuals don’t want to fight white genocide than hypocrites, I prefer to openly have gay men on our side than hidden or sexual deviants who claim to be something they don’t do.",1
i drive a forklift in docking bay,0
well it s not exactly a pic  but check out my new avatar,0
"There are many alternatives to the adoption of a small sheep, but it’s serogated mothers and invitro fertilization are only two if it’s not financial possible then wait until it’s",1
No Jew has ever found a way to force a big black female to spread the Marxist propaganda in the way that few liberal anti-white,1
do nt betray your race,0
They’ve probably slowly eliminated the discipline of doing everything they can to make schools worse and worse.,1
"As long as it exists, I will not only think of the black and the subhuman wild animals that have no more self-control than a rabbin dog, but I will refer them as such.",1
i dont know whether to welcome you or laugh at you,0
Wave had a couple of similar cases in Finland when a nig intentionally tried to give dozens of Finnish women hivaids,1
i wonder if this guy still thinks the jews are a good thing after the jews just tried to staa war between nato and russia,1
well like i said  i keep to myself,0
The kind of perversion that leads to homosexuality also leads to pedophilia why to take the risk and even if homosexuals have turned out not to be pedophiles why everyone would want a child to live with two pervers,1
What more I thought I could put my pic here I am looking for a few friends too black here a few times I have the impression that there is int any white boy left in the world so send me and let me know there is stll a few white brothers out of their,1
even if it s all black or all pakistani  that s somehow  diverse,0
I prefer to have a white person with a high school degree from a white high school who teaches a child to read rather than a black person with a college degree who does not teach a child to read even when he is paid to do so.,1
still like to watch the old big match revisited programmes from  years ago showing on itv,0
well never give up  the jews can keep trying opening our borders and sending their third world minions after the european people but we will never capitulate,1
"Every time I see a black security guard, they are either sitting or on the phone, they have no professionalism.",1
so water is actually heavier than liquefied dinodong,0
"Although ever leaving the Jews can continue to try to open our borders and send their minions from the Third World after the European people, we will never surrender.",1
i want to meet someone here while i am in the north to show this southern boy around email me at justintimecom,0
i am located in vancouver,0
graphic youtube  video jamaica stay wallin rasta man chops taxi man with a machette in broad daylight,0
they get to see thousands of years of history and culture and bloodlines destroyed,0
The Jews use the Holocaust to sweat the blood of the Germans,1
It is the same race that thinks that rape of babies heals the aid,1
this is the one my neighbors have,0
in memory of deputy james mcgrane who was shot and killed while conducting a traffic stop by known gang member and mexican pos michael paul astorga,0
many of the local gods are lost forever  and many that were once gods were transformed into simple spirits  creatures  etc,0
"If I could create a sickness that wipes out all the darkness, I",1
,0
i refuse to believe it,0
homosexuals practice a perverse lifestyle that destroys the body  mind  and soul just as drug use does  merely two paths to the same destructive end,1
Why would you like to see this pollution spread further into our genetic pool,1
rhodine van der walt was shot and killed in her home in kempton park on saturday night   feb  by blacks,0
this is a special thanks to all those who had the patience to wait it out while i constructed this article,0
i came to terms with that and the fact that they are better with a spear than i will ever be,0
The Czech Beast was one of those who committed to killing in the name of Allah against our Russian brothers as the theater in Moscow.,1
you sound very similar to satan in the new testament when he was tempting jesus to abandon god by offering him wealth and power,0
"If you can face the Asian, then you will find that the school is a breath of fresh air",1
interesting,0
any wn in the the lancasterleominsterclintonworcesterbolton  my town  area  in the  year age group,0
well at least these dumb negroes got the fact that jews are evil right  though i suspect whitey and the jews are one in the same to their primitive minds,1
The bad white,1
A Irish prison is like a luxury hotel where they come and this even if they are sent to prison and this if they are fleeing the country and this if they are captured doing the crime then the crime is paid in Ireland,1
Leave her out and return to India where she can dive into the river of gangs near her dead grandparents.,1
dont take me wrong but a pig is a pig in any country and such is the actress who played the paon this show,1
there are nt any towns down here that are as clean and well kept as kalispell,0
Click below to download free a colorful page ebook illustrated about the intentional destruction of Western civilization by the Zionists,1
i want to meet a single girl in alberta that has the same ideas as me  and wants to meet a  y old guyif your out there let me know,0
"Because they deserve at least one taste to help white liberals and Jews push it on us, I don’t think we should allow it to destroy them.",1
if bulgarians are nt slavic  then it s perhaps time for the rest of them to seek a new name for themselves  cos it s us that used that ethnonym first  dig,0
old bible scholars beleive the bible was written by white germanic people,0
"So even if it was shown in a bad light, I hope it would bring a lot more new members as it is time to show the non-white that we can only take so long before we grow up.",1
Because behaving like a civilized and educated person is white for the black,1
I put it somewhere between the typical African and a monkey.,1
"Euro ing scum I wonder if someone would have gotten something if they settled in a Polish area and began to pray, they would probably have gotten an ing beat",1
i have no clue what it does but its there lol,0
"Ragheads don’t have the numbers to get in Ireland yet, but when they do, you’ll know everything.",1
"Any expression of their homosexuality outside their home must, however, be stopped.",1
i cant understand why people in britain loves so much to breed with non whites  it keeps me shocking when i go there,0
this attack on a young boy should be condemned by all who post on this site  it does nt matter if the lad is catholic or protestant such an attack has no place in any white communities,0
tralee is a disgrace  the place looks like a town in africa nowthe day ireland becomes a muslim country is the day i stop breathing,1
it is easier for other races to follow the herd but not whites,1
glory to our british activist  nationalist  good to to see the poles help out,0
damn you all for making me tag along with you,0
anti white watch,1
ever notice the way the mechanisations of the state  always side with their antifascist nwo goffers,0
shall we create a new professional one without the freak subculture,0
gott mit uns,0
there should be no doubt in anyone s mind that the  rabid dog  act that jones put on for piers morgan is more designed to help gun control advocates than huthem,0
"Their stories have been told before, so instead of showing the pics of non-white dust that took them I’m just going to post their pics so they won’t be forgotten",1
Both are cultural threats.,1
Some of the things I noticed were shops of sizes that were black a couple of mud restaurants and the black germ being fashionable with roots,1
also if your intrested check out our webpage for more info on our european american town we are building,0
i saw it on friday thats just about the right impression  i believe  one should have about them,0
i think i was my own  tiger mom  when in montessori school  around age  my memories are vague  cue song  but mumsy said they had hoola hoops we sat in and whenever a kid stepped in mine i slapped himher,0
yet if the thugs had of actually robbed the store and injured or killed your friend  it would not be classified as a hate crime would it,0
i ll be at that show and i m a brunette,0
just as there s a place for pakis called pakistan and a place for negro s called africa,1
The Holocaust has no business.,1
If it’s so big that you have to talk about yes you’re a non-white you could also be completely Mongol,1
these are the latest statistics  ethnic groups  irish    other white    asian    black    mixed    unspecified     census   so even if that seven percent was all poles  if you add up all the mud races  it would be equivalent,1
The packages are all on the strength of their culture on us,1
that is just about as disgusting an advertisement as i have ever seen before and in fact the most disgusting thing i have seen ever,0
I like to see Iran remove Israel from the map,1
"It’s because we can run, it’s because we have to",1
hail celtic dawn,0
i like both of these genres and will have to put lovecraft on my list of authorsbooks to read,0
The thought of the Africans in space is ridiculous,1
i read a few things about him awhile back and he is far to the left as so many of them are,0
nearly everything if not all acts that the liberals carry out damage this nation and our people,1
They support the destruction of their future generations.,1
